Location,Complex,Area(m²),Price(₩10k),Built_Year,Contract_Date,Floor,Station,Phase
대야동,이편한세상시흥센텀하임,84.7733,59500,2019,2024-04-03,24,UnjeongCentral,After
장곡동,시흥장현예다음아르테,84.3832,64000,2022,2024-04-09,14,UnjeongCentral,After
능곡동,시흥능곡자연앤(4단지),84.86,51000,2009,2024-04-10,3,UnjeongCentral,After
대야동,은계어반리더스,84.74,57300,2019,2024-04-05,5,UnjeongCentral,After
거모동,보우,59.82,15600,1995,2024-04-09,8,UnjeongCentral,After
월곶동,풍림아이원1차,59.985,27800,2002,2024-04-06,12,UnjeongCentral,After
장곡동,진말대우아파트,84.908,41900,1999,2024-04-06,8,UnjeongCentral,After
정왕동,신한미지엔,95.16,35500,1997,2024-04-03,1,UnjeongCentral,After
정왕동,동남,46.95,17300,1998,2024-04-09,4,UnjeongCentral,After
하중동,대우4,84.3188,40300,2002,2024-04-01,15,UnjeongCentral,After
거모동,동원,53.64,14700,1991,2024-04-04,5,UnjeongCentral,After
정왕동,건영7,84.93,27800,2001,2024-04-01,1,UnjeongCentral,After
대야동,시흥은계우미린레이크,84.9914,58800,2018,2024-04-06,11,UnjeongCentral,After
정왕동,주공5,59.59,19500,1998,2024-04-08,5,UnjeongCentral,After
월곶동,풍림아이원1차,26.94,11000,2002,2024-04-03,10,UnjeongCentral,After
신천동,동진2,59.99,19100,1991,2024-04-03,1,UnjeongCentral,After
월곶동,시흥월곶역블루밍더마크,65.9701,41000,2021,2024-04-06,32,UnjeongCentral,After
정왕동,동원,84.75,37000,1998,2024-04-01,7,UnjeongCentral,After
정왕동,주공4,59.62,26000,1998,2024-04-06,7,UnjeongCentral,After
대야동,서강1,52.2,24500,1995,2024-04-01,10,UnjeongCentral,After
거모동,동보,63.2,18000,1999,2024-04-06,3,UnjeongCentral,After
거모동,동보,25.12,5800,1999,2024-04-06,7,UnjeongCentral,After
정왕동,건영2,84.93,33500,1997,2024-04-01,6,UnjeongCentral,After
장현동,장현I엔플러스빌,59.465,22500,2004,2024-04-01,11,UnjeongCentral,After
정왕동,청솔아파트,48.45,16900,1999,2024-04-05,5,UnjeongCentral,After
장현동,제일풍경채에듀,84.926,57200,2020,2024-04-02,7,UnjeongCentral,After
정왕동,부성파스텔,49.78,22000,1997,2024-04-06,3,UnjeongCentral,After
정왕동,한신공영,84.95,30500,1996,2024-04-03,2,UnjeongCentral,After
정왕동,아주,34.8,13500,1994,2024-04-05,4,UnjeongCentral,After
정왕동,아주,34.8,14000,1994,2024-04-01,10,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,113.0232,81000,2018,2024-04-05,3,UnjeongCentral,After
장현동,장현호반써밋,84.9958,60000,2020,2024-04-05,8,UnjeongCentral,After
정왕동,영남2,59.908,23200,1996,2024-04-03,1,UnjeongCentral,After
신천동,시흥신천휴먼시아,84.86,44000,2010,2024-04-04,8,UnjeongCentral,After
배곧동,시흥배곧신도시골드클래스,65.6078,42700,2016,2024-04-01,8,UnjeongCentral,After
배곧동,한라비발디캠퍼스,119.5995,95000,2017,2024-04-01,34,UnjeongCentral,After
거모동,군자서희스타힐스,84.9882,43800,2023,2024-04-04,11,UnjeongCentral,After
정왕동,건영1,59.99,22500,1997,2024-04-02,1,UnjeongCentral,After
정왕동,주공6,59.94,25000,1998,2024-04-03,5,UnjeongCentral,After
정왕동,시흥금강펜테리움오션베이,84.9133,54700,2023,2024-04-02,24,UnjeongCentral,After
논곡동,산호2,59.8025,25500,1999,2024-04-03,6,UnjeongCentral,After
정왕동,동보,59.835,18700,1997,2024-04-02,5,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,69.8608,46250,2018,2024-04-03,36,UnjeongCentral,After
미산동,상아그린,59.95,18000,1995,2024-04-02,2,UnjeongCentral,After
배곧동,호반베르디움센트로하임,84.8957,56000,2017,2024-04-02,8,UnjeongCentral,After
정왕동,화성,84.9,30500,1997,2024-04-01,1,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8656,49500,2019,2024-04-01,10,UnjeongCentral,After
배곧동,한라비발디캠퍼스,84.9906,53000,2017,2024-04-01,13,UnjeongCentral,After
배곧동,한라비발디캠퍼스,84.9906,51500,2017,2024-04-01,7,UnjeongCentral,After
하상동,연꽃마을금호,59.61,20750,1999,2024-04-01,4,UnjeongCentral,After
장현동,장현호반써밋,73.8023,55500,2020,2024-04-01,17,UnjeongCentral,After
은행동,대우푸르지오3차,59.898,35500,1998,2024-05-23,10,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.3423,39850,2017,2024-05-16,24,UnjeongCentral,After
정왕동,계룡2,84.91,30000,1998,2024-05-29,2,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,113.0232,80000,2018,2024-05-25,16,UnjeongCentral,After
배곧동,호반베르디움센트로하임,84.8957,59500,2017,2024-05-31,11,UnjeongCentral,After
장현동,장현호반써밋,84.9958,61900,2020,2024-05-25,11,UnjeongCentral,After
장현동,장현호반써밋,84.9958,61900,2020,2024-05-25,11,UnjeongCentral,After
정왕동,삼환,59.88,25000,1997,2024-05-06,9,UnjeongCentral,After
조남동,네이처하임,74.68,56000,2016,2024-05-29,18,UnjeongCentral,After
포동,산과우리들포동태산,59.95,16200,1993,2024-05-29,11,UnjeongCentral,After
하상동,연꽃마을금호,59.79,22900,1999,2024-05-31,9,UnjeongCentral,After
배곧동,시흥배곧SK뷰,84.497,66000,2015,2024-05-27,19,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,36000,2017,2024-05-21,6,UnjeongCentral,After
장곡동,진말우성아파트,84.972,44000,1999,2024-05-25,3,UnjeongCentral,After
장곡동,진말삼환한진아파트,59.58,31000,1999,2024-05-25,1,UnjeongCentral,After
은행동,시흥은계한양수자인더클래스,75.986,58000,2018,2024-05-25,27,UnjeongCentral,After
하상동,연꽃마을금호,59.79,26550,1999,2024-05-31,10,UnjeongCentral,After
은행동,시흥은계호반써밋플레이스,84.044,71400,2019,2024-05-25,28,UnjeongCentral,After
은행동,시흥은계한양수자인더클래스,75.986,58000,2018,2024-05-25,27,UnjeongCentral,After
논곡동,목감한양수자인아파트,59.9297,43000,2016,2024-05-30,5,UnjeongCentral,After
은행동,대우푸르지오3차,99.95,50000,1998,2024-05-21,16,UnjeongCentral,After
장곡동,동양덱스빌,59.94,25900,1999,2024-05-31,2,UnjeongCentral,After
대야동,우성2,59.96,31700,1995,2024-05-29,9,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8656,47500,2019,2024-05-31,13,UnjeongCentral,After
대야동,청구2,101.75,49000,1997,2024-05-28,5,UnjeongCentral,After
죽율동,시흥6차푸르지오1단지,84.99,38500,2014,2024-05-22,19,UnjeongCentral,After
하중동,관곡마을동아,60.0,24400,2000,2024-05-21,16,UnjeongCentral,After
배곧동,한라비발디캠퍼스3차,84.9973,54800,2018,2024-05-25,37,UnjeongCentral,After
은행동,광덕2,62.46,16000,1991,2024-05-18,5,UnjeongCentral,After
조남동,신안인스빌,69.9786,53300,2017,2024-05-30,21,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,75.0534,46500,2019,2024-05-30,9,UnjeongCentral,After
장현동,시흥능곡역모아미래도에듀포레,84.9613,55500,2020,2024-05-28,7,UnjeongCentral,After
장곡동,숲속마을,59.965,26000,1999,2024-05-29,2,UnjeongCentral,After
장현동,장현호반써밋,84.9958,61900,2020,2024-05-25,11,UnjeongCentral,After
배곧동,호반베르디움더프라임,63.7676,45800,2016,2024-05-25,11,UnjeongCentral,After
조남동,리벤티움,59.96,41000,2017,2024-05-22,20,UnjeongCentral,After
논곡동,목감한양수자인아파트,59.9297,44000,2016,2024-05-28,7,UnjeongCentral,After
조남동,리벤티움,51.94,32400,2017,2024-05-21,5,UnjeongCentral,After
조남동,리벤티움,51.94,34000,2017,2024-05-20,8,UnjeongCentral,After
월곶동,풍림아이원3차,84.829,34700,2005,2024-05-28,9,UnjeongCentral,After
정왕동,삼환,59.88,25000,1997,2024-05-06,9,UnjeongCentral,After
조남동,목감한신더휴센트럴파크,63.98,45300,2017,2024-05-30,2,UnjeongCentral,After
대야동,서강1,52.2,24000,1995,2024-05-28,5,UnjeongCentral,After
정왕동,동보,84.94,29000,1997,2024-05-29,7,UnjeongCentral,After
정왕동,동보,84.94,29600,1997,2024-05-29,2,UnjeongCentral,After
정왕동,서해1,84.98,33000,1997,2024-05-20,2,UnjeongCentral,After
정왕동,건영2,59.99,22500,1997,2024-05-30,2,UnjeongCentral,After
대야동,대야역두산위브더파크,39.9741,29700,2021,2024-05-19,4,UnjeongCentral,After
조남동,목감역호반써밋,102.8064,83000,2018,2024-05-29,24,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.3423,39850,2017,2024-05-16,24,UnjeongCentral,After
은행동,대우푸르지오3차,59.898,35500,1998,2024-05-23,10,UnjeongCentral,After
정왕동,주공2,59.67,21900,1997,2024-05-29,4,UnjeongCentral,After
하상동,연꽃마을금호,59.79,23000,1999,2024-05-29,2,UnjeongCentral,After
정왕동,동원,84.75,37700,1998,2024-05-29,10,UnjeongCentral,After
정왕동,동원,84.75,36000,1998,2024-05-29,4,UnjeongCentral,After
정왕동,대림4,117.251,48000,1997,2024-05-23,7,UnjeongCentral,After
은행동,벽산3차,59.95,30000,1998,2024-05-20,14,UnjeongCentral,After
정왕동,건영4,84.93,33800,2000,2024-05-31,6,UnjeongCentral,After
하상동,연꽃마을대우삼호아파트,84.48,30500,1999,2024-05-27,6,UnjeongCentral,After
은행동,두산,84.9,41400,1997,2024-05-25,7,UnjeongCentral,After
장현동,시흥능곡역모아미래도에듀포레,84.9613,55100,2020,2024-05-23,14,UnjeongCentral,After
은행동,대우푸르지오3차,59.898,35500,1998,2024-05-23,10,UnjeongCentral,After
은행동,대우푸르지오4차,84.7561,46500,2004,2024-05-21,4,UnjeongCentral,After
정왕동,요진,59.846,23000,1997,2024-05-17,1,UnjeongCentral,After
하중동,관곡마을성원,59.73,24000,1999,2024-05-28,7,UnjeongCentral,After
은행동,은계브리즈힐,84.84,56500,2019,2024-05-26,4,UnjeongCentral,After
월곶동,시흥센트럴헤센,59.9932,31000,2022,2024-05-25,7,UnjeongCentral,After
은행동,은계브리즈힐,84.84,57500,2019,2024-05-22,8,UnjeongCentral,After
하중동,관곡마을성원,59.73,22800,1999,2024-05-27,14,UnjeongCentral,After
장곡동,동양덱스빌,59.94,25000,1999,2024-05-27,16,UnjeongCentral,After
장현동,시흥능곡역모아미래도에듀포레,84.9613,54500,2020,2024-05-23,17,UnjeongCentral,After
장곡동,숲속마을,134.68,47500,1999,2024-05-30,12,UnjeongCentral,After
대야동,서강2,59.98,30000,1997,2024-05-17,12,UnjeongCentral,After
미산동,해가든더클래식,148.8,47500,2009,2024-05-31,7,UnjeongCentral,After
정왕동,모아,59.97,30000,1997,2024-05-22,7,UnjeongCentral,After
죽율동,시흥6차푸르지오1단지,84.99,35500,2014,2024-05-21,4,UnjeongCentral,After
배곧동,시흥배곧한신더휴,68.5045,50800,2018,2024-05-29,7,UnjeongCentral,After
대야동,대야역두산위브더파크,39.9741,29500,2021,2024-05-23,4,UnjeongCentral,After
포동,산과우리들포동태산,72.19,25400,1993,2024-05-31,7,UnjeongCentral,After
거모동,동원,53.64,13200,1991,2024-05-20,6,UnjeongCentral,After
정왕동,대림3,84.98,35000,1998,2024-05-24,4,UnjeongCentral,After
은행동,대우푸르지오4차,84.7561,49500,2004,2024-05-31,6,UnjeongCentral,After
거모동,하이얀(1772-5),76.63,25000,2002,2024-05-13,7,UnjeongCentral,After
배곧동,한라비발디캠퍼스,71.874,48400,2017,2024-05-31,33,UnjeongCentral,After
군자동,장현동원로얄듀크메트로포레,101.5992,57700,2021,2024-05-11,11,UnjeongCentral,After
정왕동,대림2,51.228,17500,1998,2024-05-24,5,UnjeongCentral,After
은행동,우남,84.7246,40000,2001,2024-05-22,4,UnjeongCentral,After
대야동,서해,59.58,33400,1997,2024-05-08,20,UnjeongCentral,After
대야동,대야역두산위브더파크,84.9422,61000,2021,2024-05-17,6,UnjeongCentral,After
장곡동,진말삼환한진아파트,59.58,32000,1999,2024-05-15,18,UnjeongCentral,After
능곡동,시흥시청역트리플포레,59.95,49000,2020,2024-05-16,15,UnjeongCentral,After
정왕동,대림1,84.91,37000,1998,2024-05-23,10,UnjeongCentral,After
정왕동,건영5,84.98,32300,2002,2024-05-15,2,UnjeongCentral,After
정왕동,삼환,59.79,25000,1997,2024-05-28,10,UnjeongCentral,After
대야동,서강2,59.98,35500,1997,2024-05-19,8,UnjeongCentral,After
포동,산과우리들포동태산,59.95,17000,1993,2024-05-20,14,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,69.8608,48900,2018,2024-05-25,35,UnjeongCentral,After
정왕동,청솔아파트,48.45,18500,1999,2024-05-28,7,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,44800,2017,2024-05-11,25,UnjeongCentral,After
월곶동,풍림아이원1차,32.95,15900,2002,2024-05-27,17,UnjeongCentral,After
정왕동,주공2,59.67,21300,1997,2024-05-31,6,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8656,49220,2019,2024-05-25,19,UnjeongCentral,After
정왕동,건영2,84.93,37000,1997,2024-05-30,4,UnjeongCentral,After
조남동,목감한신더휴센트럴파크,84.99,58500,2017,2024-05-30,13,UnjeongCentral,After
목감동,호반베르디움더프라임(1차),84.6742,75500,2017,2024-05-18,17,UnjeongCentral,After
하중동,관곡마을동아,60.0,24850,2000,2024-05-21,10,UnjeongCentral,After
하중동,관곡마을동아,60.0,25300,2000,2024-05-15,10,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,75.0534,46000,2019,2024-05-24,22,UnjeongCentral,After
정왕동,대우,84.9868,27500,1996,2024-05-10,1,UnjeongCentral,After
하상동,연꽃마을금호,59.79,26500,1999,2024-05-25,14,UnjeongCentral,After
능곡동,우남퍼스트빌,84.894,48000,2011,2024-05-18,1,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8656,46500,2019,2024-05-17,3,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8165,53500,2019,2024-05-17,5,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,75.0534,47000,2019,2024-05-26,17,UnjeongCentral,After
장곡동,진말삼환한진아파트,59.58,30500,1999,2024-05-21,3,UnjeongCentral,After
월곶동,풍림아이원1차,32.95,14100,2002,2024-05-18,9,UnjeongCentral,After
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.049,45900,2015,2024-05-29,6,UnjeongCentral,After
군자동,시흥장현금강펜테리움센트럴파크,79.9636,63500,2021,2024-05-27,3,UnjeongCentral,After
장곡동,숲속마을,88.63,40500,1999,2024-05-24,14,UnjeongCentral,After
정왕동,신한미지엔,95.16,42800,1997,2024-05-15,4,UnjeongCentral,After
정왕동,건영1,84.93,35700,1997,2024-05-27,6,UnjeongCentral,After
배곧동,시흥배곧C1호반써밋플레이스,84.9894,58000,2019,2024-05-05,5,UnjeongCentral,After
도창동,에이스,59.34,23000,1997,2024-05-22,6,UnjeongCentral,After
정왕동,청솔아파트,48.45,17300,1999,2024-05-29,10,UnjeongCentral,After
죽율동,시흥6차푸르지오2단지,84.98,38000,2013,2024-05-11,18,UnjeongCentral,After
장곡동,숲속마을,59.965,23800,1999,2024-05-10,3,UnjeongCentral,After
은행동,대우푸르지오3차,59.258,32000,1998,2024-05-11,13,UnjeongCentral,After
정왕동,세종3,85.0,30500,1998,2024-05-18,1,UnjeongCentral,After
신천동,경남아너스빌아파트,84.8762,42000,2005,2024-05-18,9,UnjeongCentral,After
은행동,대우푸르지오3차,59.258,35500,1998,2024-05-12,5,UnjeongCentral,After
조남동,목감한신더휴센트럴파크,63.97,48200,2017,2024-05-25,20,UnjeongCentral,After
대야동,극동,84.57,36300,2000,2024-05-30,17,UnjeongCentral,After
장곡동,숲속마을,59.965,26000,1999,2024-05-24,5,UnjeongCentral,After
대야동,시흥은계우미린레이크,84.9914,59200,2018,2024-05-23,28,UnjeongCentral,After
장곡동,숲속마을,59.755,27000,1999,2024-05-21,7,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,84.8656,50000,2019,2024-05-15,17,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.3423,37000,2017,2024-05-07,1,UnjeongCentral,After
정왕동,모아,59.97,28500,1997,2024-05-20,9,UnjeongCentral,After
대야동,이편한세상시흥센텀하임,84.6644,63000,2019,2024-05-20,10,UnjeongCentral,After
은행동,진주,42.7425,22000,1986,2024-05-18,4,UnjeongCentral,After
대야동,늘푸른벽산,99.92,47750,1995,2024-05-31,13,UnjeongCentral,After
대야동,우성2,59.96,31000,1995,2024-05-27,7,UnjeongCentral,After
조남동,목감한신더휴센트럴파크,84.99,59700,2017,2024-05-18,16,UnjeongCentral,After
배곧동,시흥배곧중흥에스-클래스,75.0534,45500,2019,2024-05-16,3,UnjeongCentral,After
월곶동,풍림아이원1차,32.95,13500,2002,2024-05-27,13,UnjeongCentral,After
정왕동,대림3,117.251,46000,1998,2024-05-09,6,UnjeongCentral,After
은행동,벽산3차,84.99,42000,1998,2024-05-21,5,UnjeongCentral,After
정왕동,요진,59.856,21700,1997,2024-05-24,1,UnjeongCentral,After
은행동,대우푸르지오3차,59.913,34900,1998,2024-05-27,14,UnjeongCentral,After
은행동,대우푸르지오3차,59.258,34000,1998,2024-05-24,16,UnjeongCentral,After
정왕동,주공4,59.56,22500,1998,2024-05-30,9,UnjeongCentral,After
대야동,은계어반리더스,84.74,57500,2019,2024-05-20,20,UnjeongCentral,After
대야동,우성2,59.96,33000,1995,2024-05-30,5,UnjeongCentral,After
정왕동,주공4,59.56,21000,1998,2024-05-28,3,UnjeongCentral,After
월곶동,풍림아이원1차,32.95,13700,2002,2024-05-21,14,UnjeongCentral,After
은행동,대우푸르지오3차,59.258,33500,1998,2024-05-18,20,UnjeongCentral,After
월곶동,풍림아이원1차,26.94,11500,2002,2024-05-29,7,UnjeongCentral,After
배곧동,시흥배곧신도시골드클래스,65.6078,42500,2016,2024-05-27,6,UnjeongCentral,After
포동,서강,59.73,24500,1997,2024-05-11,2,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,69.967,47300,2018,2024-05-20,21,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,84.7387,53250,2018,2024-05-25,17,UnjeongCentral,After
조남동,신안인스빌,69.9786,53400,2017,2024-05-31,23,UnjeongCentral,After
배곧동,시흥배곧신도시골드클래스,65.6078,43800,2016,2024-05-13,7,UnjeongCentral,After
장현동,장현호반써밋,73.8023,57000,2020,2024-05-31,16,UnjeongCentral,After
정왕동,화성,84.9,34000,1997,2024-05-14,1,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,38700,2017,2024-05-22,3,UnjeongCentral,After
정왕동,건영2,59.99,19500,1997,2024-05-22,4,UnjeongCentral,After
정왕동,계룡2,59.85,21000,1998,2024-05-31,1,UnjeongCentral,After
매화동,금강2차,59.748,19300,1997,2024-05-21,2,UnjeongCentral,After
배곧동,한라비발디캠퍼스3차,84.9973,56100,2018,2024-05-30,13,UnjeongCentral,After
배곧동,시흥배곧신도시골드클래스,65.6078,42500,2016,2024-05-15,8,UnjeongCentral,After
조남동,리벤티움,59.96,32050,2017,2024-05-17,21,UnjeongCentral,After
하상동,연꽃마을대우삼호아파트,59.88,23800,1999,2024-05-14,19,UnjeongCentral,After
하상동,연꽃마을태평2,84.754,32500,2003,2024-05-18,5,UnjeongCentral,After
정왕동,서해1,84.98,31200,1997,2024-05-30,1,UnjeongCentral,After
신천동,연희아파트,44.73,20000,1986,2024-05-15,3,UnjeongCentral,After
은행동,대우푸르지오4차,84.7561,46500,2004,2024-05-02,2,UnjeongCentral,After
장곡동,숲속마을,59.755,26700,1999,2024-05-15,14,UnjeongCentral,After
산현동,호반베르디움더숲,84.9805,53300,2019,2024-05-28,2,UnjeongCentral,After
은행동,대우푸르지오4차,84.7561,50000,2004,2024-05-25,9,UnjeongCentral,After
정왕동,요진,59.856,24500,1997,2024-05-18,5,UnjeongCentral,After
하상동,연꽃마을대우삼호아파트,59.88,22000,1999,2024-05-27,2,UnjeongCentral,After
정왕동,영남6,59.99,30000,1997,2024-05-10,4,UnjeongCentral,After
은행동,대우푸르지오3차,59.258,32500,1998,2024-05-27,15,UnjeongCentral,After
정왕동,무진,59.58,24200,1995,2024-05-17,4,UnjeongCentral,After
은행동,시흥성원샹떼빌,49.5,23050,1995,2024-05-24,4,UnjeongCentral,After
대야동,우성2,59.96,32400,1995,2024-05-29,3,UnjeongCentral,After
장곡동,연성쉐르빌,58.2,18100,2002,2024-05-13,7,UnjeongCentral,After
정왕동,아주,84.195,26600,1994,2024-05-27,17,UnjeongCentral,After
정왕동,부성파스텔,59.96,30300,1997,2024-05-15,2,UnjeongCentral,After
정왕동,한신공영,73.09,27500,1996,2024-05-27,1,UnjeongCentral,After
광석동,시흥시청역동원로얄듀크,84.9939,58000,2020,2024-05-28,2,UnjeongCentral,After
조남동,삼호가든아파트,84.98,33200,1997,2024-05-27,10,UnjeongCentral,After
배곧동,한라비발디캠퍼스,84.9906,54700,2017,2024-05-24,33,UnjeongCentral,After
월곶동,풍림아이원1차,32.95,14000,2002,2024-05-27,5,UnjeongCentral,After
정왕동,문영센스빌,59.937,28750,2002,2024-05-23,2,UnjeongCentral,After
장곡동,진말삼환한진아파트,59.58,31000,1999,2024-05-20,9,UnjeongCentral,After
배곧동,한라비발디캠퍼스,71.157,46000,2017,2024-05-21,18,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,38500,2017,2024-05-17,4,UnjeongCentral,After
정왕동,서해1,84.98,30000,1997,2024-05-22,1,UnjeongCentral,After
배곧동,시흥배곧신도시골드클래스,65.6078,39000,2016,2024-05-14,12,UnjeongCentral,After
은행동,은행대우,39.3525,11200,1987,2024-05-28,5,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,84.8275,53500,2018,2024-05-20,18,UnjeongCentral,After
정왕동,아주,84.195,23900,1994,2024-05-20,15,UnjeongCentral,After
조남동,목감한신더휴센트럴파크,63.98,50000,2017,2024-05-18,23,UnjeongCentral,After
정왕동,청솔아파트,48.45,18400,1999,2024-05-24,3,UnjeongCentral,After
정왕동,계룡리슈빌,84.97,34000,1997,2024-05-27,10,UnjeongCentral,After
정왕동,월드,47.455,18400,1995,2024-05-28,1,UnjeongCentral,After
정왕동,청솔아파트,48.45,17400,1999,2024-05-29,10,UnjeongCentral,After
능곡동,제일풍경채센텀,84.926,71000,2020,2024-05-25,24,UnjeongCentral,After
신천동,시흥신천휴먼시아,59.84,41000,2010,2024-05-18,5,UnjeongCentral,After
정왕동,시화두산,59.97,26300,1996,2024-05-20,6,UnjeongCentral,After
정왕동,아주,84.195,26600,1994,2024-05-28,21,UnjeongCentral,After
은행동,대우2차,50.884,23000,1997,2024-05-24,17,UnjeongCentral,After
광석동,시흥시청역동원로얄듀크,84.9939,64200,2020,2024-05-17,12,UnjeongCentral,After
죽율동,시흥6차푸르지오1단지,59.98,33000,2014,2024-05-07,1,UnjeongCentral,After
포동,산과우리들포동태산,59.95,17500,1993,2024-05-27,13,UnjeongCentral,After
월곶동,풍림아이원1차,26.94,10500,2002,2024-05-29,6,UnjeongCentral,After
죽율동,시흥6차푸르지오2단지,84.98,37000,2013,2024-05-17,18,UnjeongCentral,After
정왕동,동남,59.03,20700,1998,2024-05-20,1,UnjeongCentral,After
조남동,목감호반써밋더레이크,69.6297,55500,2017,2024-05-21,18,UnjeongCentral,After
정왕동,대림2,59.901,20800,1998,2024-05-13,1,UnjeongCentral,After
능곡동,우남퍼스트빌,84.9003,49500,2011,2024-05-16,9,UnjeongCentral,After
정왕동,세종3,124.77,33000,1998,2024-05-01,1,UnjeongCentral,After
장곡동,숲속마을,59.965,25000,1999,2024-05-06,3,UnjeongCentral,After
장곡동,동양덱스빌,59.94,25000,1999,2024-05-11,11,UnjeongCentral,After
조남동,목감호반써밋더레이크,69.6356,55000,2017,2024-05-25,4,UnjeongCentral,After
정왕동,주공1,59.57,22700,1997,2024-05-23,4,UnjeongCentral,After
정왕동,주공2,59.67,20800,1997,2024-05-24,5,UnjeongCentral,After
장곡동,진말삼환한진아파트,59.58,29500,1999,2024-05-22,7,UnjeongCentral,After
죽율동,시흥6차푸르지오2단지,84.98,35250,2013,2024-05-06,2,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,42000,2017,2024-05-18,24,UnjeongCentral,After
배곧동,시흥배곧신도시이지더원1차더퍼스트,59.5476,39500,2017,2024-05-18,16,UnjeongCentral,After
죽율동,시흥6차푸르지오1단지,84.99,37000,2014,2024-05-18,9,UnjeongCentral,After
능곡동,제일풍경채센텀,84.926,71000,2020,2024-05-25,24,UnjeongCentral,After
죽율동,시흥6차푸르지오2단지,84.98,37000,2013,2024-05-01,9,UnjeongCentral,After
장현동,장현II엔플러스빌,59.465,23800,2004,2024-05-23,13,UnjeongCentral,After
배곧동,호반베르디움더프라임,63.7676,45800,2016,2024-05-25,11,UnjeongCentral,After
정왕동,영남1,59.908,21000,1996,2024-05-16,1,UnjeongCentral,After
대야동,서해,26.57,13800,1997,2024-05-24,3,UnjeongCentral,After
거모동,동보,25.12,6000,1999,2024-05-25,3,UnjeongCentral,After
정왕동,보성,41.97,18200,1998,2024-05-15,5,UnjeongCentral,After
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.4139,46000,2015,2024-05-18,5,UnjeongCentral,After
은행동,은계브리즈힐,74.91,52800,2019,2024-05-27,19,UnjeongCentral,After
조남동,신안인스빌,84.9967,56300,2017,2024-05-17,11,UnjeongCentral,After
장곡동,숲속마을,59.965,28800,1999,2024-05-18,7,UnjeongCentral,After
배곧동,한라비발디캠퍼스2차,84.8275,54500,2018,2024-05-16,14,UnjeongCentral,After
거모동,동원,66.78,18500,1991,2024-05-21,3,UnjeongCentral,After
능곡동,우남퍼스트빌,84.8401,51500,2011,2024-05-21,9,UnjeongCentral,After
거모동,동보,59.72,18500,1999,2024-05-20,9,UnjeongCentral,After
정왕동,금강,59.97,24000,1996,2024-05-13,1,UnjeongCentral,After
정왕동,계룡리슈빌,59.85,21000,1997,2024-05-24,1,UnjeongCentral,After
정왕동,금강,84.84,36000,1996,2024-05-13,6,UnjeongCentral,After
능곡동,제일풍경채센텀,84.926,71000,2020,2024-05-12,22,UnjeongCentral,After
정왕동,영남6,59.99,24000,1997,2024-05-16,1,UnjeongCentral,After
정왕동,신동아,59.78,21900,1996,2024-05-05,5,UnjeongCentral,After
하중동,참이슬마을,72.15,30000,1999,2024-05-23,1,UnjeongCentral,After
장현동,시흥능곡역장현리슈빌퍼스트클래스,84.9465,53500,2020,2024-05-18,4,UnjeongCentral,After
은행동,시흥은계호반써밋플레이스,84.044,65000,2019,2024-05-27,14,UnjeongCentral,After
월곶동,풍림아이원1차,26.94,12000,2002,2024-05-27,14,UnjeongCentral,After
정왕동,계룡2,59.79,24500,1998,2024-05-20,5,UnjeongCentral,After
정왕동,영남6,59.99,30500,1997,2024-05-14,6,UnjeongCentral,After
정왕동,미주,84.87,30000,1996,2024-05-27,4,UnjeongCentral,After
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.0196,56500,2015,2024-05-21,10,UnjeongCentral,After
정왕동,주공5,59.56,24150,1998,2024-05-10,7,UnjeongCentral,After
정왕동,영남6,59.99,25900,1997,2024-05-16,1,UnjeongCentral,After
배곧동,시흥배곧C2호반써밋플레이스,84.9906,63000,2019,2024-05-24,27,UnjeongCentral,After
