법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
노고산동,신촌포스빌,32.34,13800,2004,2006-02-21,10,공덕역,공사 중
염리동,염리삼성래미안,84.96,35500,2001,2006-02-01,10,공덕역,공사 중
성산동,성산시영(유원),59.43,30500,1986,2006-02-21,9,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,28000,2003,2006-02-01,2,공덕역,공사 중
노고산동,신촌포스빌,32.34,13950,2004,2006-02-04,5,공덕역,공사 중
중동,마포중동현대,84.9,30900,2001,2006-02-16,15,공덕역,공사 중
중동,마포중동현대,59.88,20700,2001,2006-02-16,12,공덕역,공사 중
성산동,성산시영(대우),50.03,24000,1986,2006-02-01,9,공덕역,공사 중
신공덕동,신공덕래미안2차,59.48,24500,2000,2006-02-12,17,공덕역,공사 중
성산동,성산시영(대우),50.03,24000,1986,2006-02-01,9,공덕역,공사 중
망원동,광남캐스빌,84.73,20200,2001,2006-02-10,4,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,28500,1999,2006-02-13,8,공덕역,공사 중
염리동,염리삼성래미안,84.96,41500,2001,2006-02-10,12,공덕역,공사 중
염리동,상록,57.88,18500,1997,2006-02-01,12,공덕역,공사 중
마포동,마포쌍용황금아파트,59.9,22900,2000,2006-02-07,13,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,22000,1999,2006-02-11,2,공덕역,공사 중
마포동,강변한신코아,51.48,10700,1992,2006-02-07,7,공덕역,공사 중
중동,중동계룡아파트,84.6,25000,2000,2006-02-16,15,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,55000,1999,2006-02-10,13,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,27000,1999,2006-02-06,10,공덕역,공사 중
신공덕동,신공덕래미안3차,59.96,28000,2003,2006-02-14,13,공덕역,공사 중
도화동,도화현대,59.4,20500,1998,2006-02-08,15,공덕역,공사 중
신공덕동,신공덕래미안2차,59.48,25450,2000,2006-02-04,16,공덕역,공사 중
성산동,성산시영(대우),50.03,22000,1986,2006-02-02,2,공덕역,공사 중
서교동,함성참좋은,95.54,22000,2004,2006-02-05,5,공덕역,공사 중
공덕동,공덕3삼성래미안,59.97,34900,2004,2006-02-11,9,공덕역,공사 중
도화동,삼성,72.185,30900,1997,2006-02-03,1,공덕역,공사 중
공덕동,공덕1삼성래미안,59.74,26000,1999,2006-02-09,4,공덕역,공사 중
염리동,염리삼성래미안,114.48,54000,2001,2006-02-03,6,공덕역,공사 중
염리동,염리삼성래미안,114.48,53000,2001,2006-02-01,14,공덕역,공사 중
공덕동,마포현대,54.81,18600,1988,2006-02-02,8,공덕역,공사 중
염리동,상록,49.02,14700,1997,2006-02-02,6,공덕역,공사 중
서교동,대우미래사랑,45.21,16600,2005,2006-02-07,3,공덕역,공사 중
공덕동,공덕2삼성래미안,59.97,33000,2004,2006-03-25,17,공덕역,공사 중
신수동,신촌삼익,84.85,22800,1997,2006-03-29,6,공덕역,공사 중
창전동,창전래미안,84.93,39700,1998,2006-03-27,16,공덕역,공사 중
염리동,염리삼성래미안,84.96,42800,2001,2006-03-31,16,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,52200,2003,2006-03-28,11,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,54200,2003,2006-03-15,8,공덕역,공사 중
성산동,성산시영(선경),50.54,23400,1986,2006-03-19,2,공덕역,공사 중
용강동,마포지구시범5동,49.59,15000,1970,2006-03-16,2,공덕역,공사 중
신정동,서강GS,84.4,42000,1999,2006-03-30,20,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,41800,1999,2006-03-25,10,공덕역,공사 중
