법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
창동,주공17단지,36.16,24700,1989,2019-11-07,11,신림선,개통 전
쌍문동,한양6,83.86,44000,2002,2019-11-20,5,신림선,개통 전
방학동,신동아아파트1,70.62,28700,1986,2019-11-27,12,신림선,개통 전
창동,초안산신도브래뉴,59.8329,37000,2005,2019-11-21,9,신림선,개통 전
방학동,신동아아파트1,62.22,29300,1986,2019-11-28,5,신림선,개통 전
쌍문동,삼익세라믹,58.77,28800,1988,2019-11-02,12,신림선,개통 전
창동,창동주공4단지,36.16,26000,1991,2019-11-19,10,신림선,개통 전
도봉동,동아에코빌,105.976,63500,2003,2019-11-02,14,신림선,개통 전
방학동,방학동삼성래미안2,84.937,65000,2002,2019-11-22,6,신림선,개통 전
방학동,브라운스톤방학아파트,84.9,50000,2003,2019-11-22,8,신림선,개통 전
방학동,삼익세라믹아파트,58.77,26500,1988,2019-11-11,8,신림선,개통 전
창동,주공19단지(창동리버타운),68.86,61500,1988,2019-11-15,11,신림선,개통 전
창동,현대조합,84.21,53500,2000,2019-11-19,8,신림선,개통 전
방학동,신동아아파트5,84.94,38500,1998,2019-11-16,15,신림선,개통 전
창동,창동주공2단지,49.94,42000,1990,2019-11-07,14,신림선,개통 전
방학동,벽산아파트1,52.36,25000,1991,2019-11-25,7,신림선,개통 전
도봉동,동아에코빌,123.687,63900,2003,2019-11-01,3,신림선,개통 전
방학동,방학동삼성래미안2,84.937,50900,2002,2019-11-13,1,신림선,개통 전
도봉동,한신,84.94,39000,1995,2019-11-14,5,신림선,개통 전
방학동,우성아파트1,72.06,32600,1992,2019-11-26,11,신림선,개통 전
방학동,신동아아파트1,70.62,29500,1986,2019-11-25,12,신림선,개통 전
도봉동,한신,84.94,40300,1995,2019-11-29,5,신림선,개통 전
도봉동,한신,84.94,40000,1995,2019-11-18,17,신림선,개통 전
도봉동,한신,84.94,42300,1995,2019-11-11,10,신림선,개통 전
도봉동,극동,84.83,34500,1991,2019-11-28,6,신림선,개통 전
창동,창동주공3단지(해등마을),79.07,62500,1990,2019-11-09,6,신림선,개통 전
창동,창동주공3단지(해등마을),58.01,50000,1990,2019-11-10,2,신림선,개통 전
창동,주공19단지(창동리버타운),68.86,61500,1988,2019-11-05,3,신림선,개통 전
쌍문동,금호1,54.48,28500,1990,2019-11-16,15,신림선,개통 전
쌍문동,한양2,59.67,28500,1988,2019-11-13,3,신림선,개통 전
창동,창동주공3단지(해등마을),49.94,47800,1990,2019-11-25,10,신림선,개통 전
방학동,브라운스톤방학아파트,84.9,50500,2003,2019-11-21,5,신림선,개통 전
방학동,신동아아파트1,70.62,33000,1986,2019-11-29,7,신림선,개통 전
방학동,신동아아파트1,84.87,36200,1986,2019-11-27,7,신림선,개통 전
쌍문동,한양1,66.33,41700,1986,2019-11-06,13,신림선,개통 전
도봉동,서원,49.77,27300,1996,2019-11-21,9,신림선,개통 전
도봉동,한양수자인,84.99,42000,2010,2019-11-20,8,신림선,개통 전
창동,창동주공18단지,71.89,53000,1988,2019-11-04,5,신림선,개통 전
창동,성원상떼빌,59.75,45500,2001,2019-11-27,4,신림선,개통 전
창동,주공17단지,36.16,24900,1989,2019-11-11,12,신림선,개통 전
창동,동아청솔,59.96,55700,1997,2019-11-04,16,신림선,개통 전
창동,주공17단지,41.3,27300,1989,2019-11-13,7,신림선,개통 전
창동,성원상떼빌,59.75,46800,2001,2019-11-02,6,신림선,개통 전
도봉동,럭키,84.86,41500,1992,2019-11-26,11,신림선,개통 전
도봉동,한신,84.94,44500,1995,2019-11-22,13,신림선,개통 전
창동,창동주공1단지,41.3,37500,1990,2019-11-23,11,신림선,개통 전
방학동,우성아파트1,84.69,36600,1992,2019-11-19,11,신림선,개통 전
창동,북한산아이파크5차,84.4516,71500,2004,2019-11-21,8,신림선,개통 전
쌍문동,파라다이스빌,84.84,44000,2004,2019-11-15,8,신림선,개통 전
창동,삼성래미안,84.87,62450,1992,2019-11-15,11,신림선,개통 전
창동,주공17단지,36.16,23700,1989,2019-11-02,6,신림선,개통 전
쌍문동,삼익세라믹,58.77,30500,1988,2019-11-28,7,신림선,개통 전
창동,주공17단지,36.16,23300,1989,2019-11-16,15,신림선,개통 전
창동,주공17단지,49.94,35650,1989,2019-11-04,6,신림선,개통 전
창동,창동주공2단지,45.55,36000,1990,2019-11-03,8,신림선,개통 전
쌍문동,금호2,84.46,43600,1991,2019-11-08,10,신림선,개통 전
도봉동,한신,84.94,45700,1995,2019-11-23,14,신림선,개통 전
창동,주공17단지,49.94,36000,1989,2019-11-06,5,신림선,개통 전
방학동,벽산아파트2,59.581,30000,1998,2019-11-22,6,신림선,개통 전
창동,삼성래미안,66.48,59500,1992,2019-11-22,15,신림선,개통 전
창동,주공19단지(창동리버타운),84.9,58000,1988,2019-11-07,1,신림선,개통 전
창동,상아2차아파트,45.54,35500,1988,2019-11-08,8,신림선,개통 전
창동,창동한승미메이드,84.6865,37000,2004,2019-11-22,5,신림선,개통 전
쌍문동,원산,66.23,25200,2002,2019-11-25,9,신림선,개통 전
방학동,대상타운현대아파트,84.78,65000,2001,2019-11-12,20,신림선,개통 전
방학동,우성아파트1,51.91,26600,1992,2019-11-13,10,신림선,개통 전
창동,창동주공2단지,49.94,44300,1990,2019-11-20,8,신림선,개통 전
방학동,신동아아파트1,70.62,29000,1986,2019-11-02,12,신림선,개통 전
쌍문동,한양2,35.1,18000,1988,2019-11-26,11,신림선,개통 전
도봉동,신도봉,64.32,22000,1994,2019-11-09,4,신림선,개통 전
창동,금성파크B동,68.42,28000,2003,2019-11-13,6,신림선,개통 전
방학동,신동아아파트1,70.62,31500,1986,2019-11-12,7,신림선,개통 전
창동,주공19단지(창동리버타운),68.86,59500,1988,2019-11-11,2,신림선,개통 전
도봉동,중흥에스-클래스,84.951,43500,2004,2019-11-11,5,신림선,개통 전
창동,주공19단지(창동리버타운),68.86,59800,1988,2019-11-04,2,신림선,개통 전
쌍문동,한양7,84.86,36950,1993,2019-11-13,13,신림선,개통 전
방학동,대상타운현대아파트,84.78,67400,2001,2019-11-15,14,신림선,개통 전
창동,쌍용,84.76,72000,1997,2019-11-12,10,신림선,개통 전
창동,북한산아이파크5차,134.9091,84500,2004,2019-11-01,23,신림선,개통 전
창동,삼성래미안,84.87,59100,1992,2019-11-13,18,신림선,개통 전
쌍문동,한양1,66.33,36000,1986,2019-11-08,1,신림선,개통 전
방학동,동양크레오아파트,84.9501,40300,2004,2019-11-05,6,신림선,개통 전
창동,삼성래미안,84.87,61750,1992,2019-11-03,18,신림선,개통 전
도봉동,럭키,84.86,41500,1992,2019-11-08,14,신림선,개통 전
창동,창동주공3단지(해등마을),71.89,47000,1990,2019-11-21,5,신림선,개통 전
쌍문동,브라운스톤쌍문,84.97,52000,2006,2019-11-15,6,신림선,개통 전
창동,현대조합,59.91,41700,2000,2019-11-18,13,신림선,개통 전
