법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
대성동,은어송마을2단지(코오롱하늘채),102.819,23120,2007,2007-05-01,15,대전 1호선,개통 후
대성동,삼익세라믹,84.97,7500,1991,2007-05-03,14,대전 1호선,개통 후
인동,부성한울,50.0982,6000,2003,2007-05-11,12,대전 1호선,개통 후
용운동,용운주공2단지,32.39,2950,1987,2007-05-11,6,대전 1호선,개통 후
용전동,푸른,47.0424,6900,2000,2007-05-08,6,대전 1호선,개통 후
용운동,주공,49.22,8200,1985,2007-05-05,3,대전 1호선,개통 후
가오동,천동주공,47.1,7000,1985,2007-05-01,4,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,21260,2007,2007-05-01,12,대전 1호선,개통 후
용운동,정원,59.88,6700,1997,2007-05-04,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19250,2007,2007-05-01,6,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19450,2007,2007-05-05,5,대전 1호선,개통 후
홍도동,홍도,42.015,4200,1996,2007-05-07,13,대전 1호선,개통 후
가양동,시영수정,58.92,3510,1984,2007-05-02,5,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19700,2007,2007-05-03,28,대전 1호선,개통 후
판암동,주공2,58.01,6500,1990,2007-05-01,8,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),102.819,23120,2007,2007-05-02,11,대전 1호선,개통 후
용운동,용운주공2단지,41.3,3800,1987,2007-05-01,12,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9954,19330,2007,2007-05-02,29,대전 1호선,개통 후
홍도동,홍도,59.77,6500,1996,2007-05-02,18,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),84.9905,19360,2007,2007-05-01,18,대전 1호선,개통 후
대성동,은어송마을2단지(코오롱하늘채),121.3897,27000,2007,2007-06-28,6,대전 1호선,개통 후
용운동,용운주공2단지,49.94,5050,1987,2007-06-30,2,대전 1호선,개통 후
효동,효동현대,59.9025,9500,1998,2007-06-30,7,대전 1호선,개통 후
가오동,천동주공,47.1,6400,1985,2007-06-27,1,대전 1호선,개통 후
성남동,석촌마을,49.79,7300,2000,2007-06-29,8,대전 1호선,개통 후
